CN-kod,Beskrivning_final,Tullsats
44123190,"Kryssfanér ""plywood"" bestående uteslutande av träfanerskikt som vart och ett har en tjocklek av <= 6 mm, med minst ett yttre skikt av tropiska träslag (exkl. med ett yttre skikt av afrikansk mahogny, bambu, limba, ljusröd meranti, mahogny ”Swietenia spp.”, mörkröd meranti, obeche ”abachi”, okoumé, palissandre de Para, palissandre de Rio, palissandre de Rose, sapelli, sipo, virola eller vit lauan, skivor av trä med hög densitet, cellplattor, sammansatta parkettstavar, trä med inläggningar, samt skivor som karakteriseras som delar till möbler)",25%
44123310,"Plywood som enbart består av träskivor <= 6 mm tjock, med minst ett yttre lager av björk ""Betula spp."" (exkl. av bambu, med ett yttre skikt av tropiskt trä, och skivor av komprimerat trä, cellulära träpaneler, inlagt trä och skivor som kan identifieras som möbelkomponenter)",25%
44123320,"Plywood som enbart består av träskivor <= 6 mm tjock, med minst ett yttre lager av poppel eller asp ""Populus spp."" (exkl. av bambu, med ett yttre skikt av tropiskt trä eller björk, och skivor av komprimerat trä, cellulära träpaneler, inlagt trä och skivor som kan identifieras som möbelkomponenter)",25%
44123390,"Plywood bestående enbart av träskivor <= 6 mm tjocka, med minst ett yttre skikt av icke barrträ av arterna al, ask, bok, körsbär, kastanj, alm, hickory, hästkastanj, lime, lönn, ek, platan, robinia, tulpanträ eller valnöt (exkl. av bambu, med ett yttre lager av tropiskt trä, björk, poppel, asp eller eukalyptus, och skivor av komprimerat trä, cellulära träpaneler, inlagt trä och ark som kan identifieras som möbelkomponenter)",25%
44123900,"Kryssfanér ""plywood"" bestående enbart av träfanerskikt som vart och ett har en tjocklek av <= 6 mm, med båda ytterskikten av barrträ (exkl. av bambu, skivor av trä med hög densitet, cellplattor, trä med inläggningar samt skivor som karaktäriseras som delar till möbler)",25%
44124199,"Fanérträ ""LVL"", med minst ett yttre skikt av tropiska träslag (exkl. av bambu, med ett yttre skikt av lövträ, plywood som enbart består av skivor av trä <= 6 mm tjocka, skivor av trä med hög densitet, cellplattor, trä med inläggningar samt skivor som karaktäriseras som delar till möbler)",25%
44124900,"Fanérträ ""LVL"", med båda ytterskikten av barrträ (exkl. av bambu, med ett yttre skikt av tropiska träslag, plywood som enbart består av skivor av trä <= 6 mm tjocka, skivor av trä med hög densitet, cellplattor, trä med inläggningar samt skivor som karaktäriseras som delar till möbler)",25%
44125900,"Lamellträ, ""blockboard"", ""laminboard"" och ""battenboard"", med båda de yttre skikten av barrträ (exkl. bambu, med ett yttre skikt av tropiska träslag, plywood som enbart består av skivor av trä <= 6 mm tjocka, och laminerat fanerat virke)",25%
44129290,"Lamellträ med minst ett yttre skikt av lövträ (exkl. bambu, med ett yttre skikt av tropiska träslag, med ett lager av spånskiva, plywood som enbart består av skivor av trä <= 6 mm tjockt, lamellträ, ""blockboard"", ""laminboard"" och ""battenboard"", skivor av trä med hög densitet, cellplattor, trä med inläggningar samt skivor som karaktäriseras som delar till möbler)",25%
44129910,"Lamellträ med båda de yttre skikten av barrträ och med minst ett skikt av spånskiva (exkl. bambu, med ett yttre skikt av tropiskt trä, plywood bestående enbart av träskivor <= 6 mm tjocka, Lamellträ, ""blockboard"", ""laminboard"" och ""battenboard"", skivor av komprimerat trä, cellulära träpaneler, inlagt trä och skivor som kan identifieras som möbelkomponenter)",25%
44129990,"Lamellträ med båda de yttre lagren av barrträ (exkl. av bambu, med ett yttre lager av tropiska träslag, med ett lager av spånskiva, plywood som enbart består av skivor av trä <= 6 mm tjocka, lamellträ, ""blockboard"", ""laminboard"" och ""battenboard"", skivor av trä med hög densitet, cellplattor, trä med inläggningar samt skivor som karaktäriseras som delar till möbler)",25%
44160000,"Fat, tunnor, kar, baljor och andra tunnbinderiarbeten samt delar till sådana arbeten, av trä, inkl. tunnstav (exkl. tunnor e.d. av trä enligt nr 4415)",25%
44181100,"Fönster, även franska, och fönsterkarmar, av tropiska träslag",25%
44181950,"Fönster, även franska, och fönsterkarmar, av barrträ (exkl. tropiska träslag)",25%
44181990,"Fönster, även franska, och fönsterkarmar, av trä (exkl. av tropiska träslag eller av barrträ)",25%
44182190,"Dörrar, dörrkarmar och dörrtrösklar, av tropiska träslag (exkl. av de tropiska träslagen afrikansk mahogny, alan, azobé, balsa, dibetou (afrikansk valnöt), gul meranti, ilomba, imbuia, iroko, jelutong, jongkong, kapur, kempas, keruing, limba, ljusröd meranti, mahogny (Swietenia spp.), makoré, mansonia, meranti bakau, merbau, mörkröd meranti, obeche (abachi), okoumé, palissandre de Para, palissandre de Rio, palissandre de Rose, ramin, sapelli, sipo, teak, tiama, virola, vit lauan, vit meranti eller vit seraya)",25%
44182950,"Dörrar, dörrkarmar och dörrtrösklar, av barrträ (exkl. av tropiska träslag)",25%
44182980,"Dörrar, dörrkarmar och dörrtrösklar, av trä (exkl. av tropiska träslag eller barrträ)",25%
44183000,Stolpar och balkar av trä (exkl. varor av 4418 81 till 4418 89),25%
44184000,"Formar, formluckor o.d., av trä, för betonggjutning (exkl. kryssfanérskivor ""plywood"")",25%
44185000,"Takspån ""shingles"" och ""shakes"", av trä",25%
44187390,"Sammansatta golvskivor, av bambu eller med åtminstone det översta skiktet ""slitskiktet"" av bambu (exkl. för mosaikgolv)",25%
44187400,"Sammansatta golvskivor, för mosaikgolv, av trä (exkl. av bambu)",25%
44187500,"Sammansatta golvskivor, flerskiktade, av trä (exkl. för mosaikgolv, av bambu)",25%
44187900,"Sammansatta golvskivor, av trä (exkl. av bambu, för mosaikgolv och flerskiktade)",25%
44188100,Limträ av konstruerat konstruktionsvirke,25%
44188900,Konstruerade konstruktionsvirkesvaror (exkl. limträ eller korslaminerat trä och I-balkar),25%
44189100,"Byggnadssnickerier och snickerier, av bambu (exkl. fönster, även franska, och fönsterkarmar, dörrar, dörrkarmar och dörrtrösklar, stolpar och bjälkar, sammansatta golvskivor, formar, formluckor o.d., för betonggjutning, vissa takspån ""shingles"" och ""shakes"", konstruerade konstruktionsvirkesvaror samt prefabrikerade byggnader)",25%
44189200,Cellplattor av trä,25%
44189900,"Byggnadssnickerier och snickerier, av trä (exkl. bambu, fönster, franska fönster och deras ramar, dörrar och deras karmar och trösklar, stolpar och balkar, sammansatta golvpaneler, träluckor för byggnadsarbeten i betong, bältros, shakes, tekniska konstruktioner trävaror, cellulära träpaneler och prefabricerade byggnader)",25%
47010090,"Massa, mekanisk, av ved, inte kemiskt behandlad (exkl. termomekanisk massa)",25%
48041111,"Kraftliner, obelagt och obestruket, oblekt, i rullar med en bredd av > 36 cm, med en halt av sulfat- eller sodacellulosa av barrträ av >= 80 viktprocent av det totala fiberinnehållet och vägande < 150 g/m² (exkl. varor enligt nr 4802 eller 4803)",25%
48041115,"Kraftliner, obelagt och obestruket, oblekt, i rullar med en bredd av > 36 cm, med en halt av sulfat- eller sodacellulosa av barrträ av >= 80 viktprocent av det totala fiberinnehållet och vägande >= 150 g/m² men < 175 g/m² (exkl. varor enligt nr 4802 eller 4803)",25%
48041119,"Kraftliner, obelagt och obestruket, oblekt, i rullar med en bredd av > 36 cm, med en halt av sulfat- eller sodacellulosa av barrträ av >= 80 viktprocent av det totala fiberinnehållet och vägande >= 175 g/m² (exkl. varor enligt nr 4802 eller 4803)",25%
48041190,"Kraftliner, obelagt och obestruket, oblekt, i rullar med en bredd av > 36 cm (exkl. med en halt av sulfat- eller sodacellulosa av barrträ av >= 80 viktprocent av det totala fiberinnehållet samt varor enligt nr 4802 eller 4803)",25%
48171000,Kuvert av papper eller papp,25%
48181010,"Toalettpapper, i rullar med en bredd av <= 36 cm, vägande <= 25 g/m² per skikt",25%
48181090,"Toalettpapper, i rullar med en bredd av <= 36 cm, vägande > 25 g/m² per skikt",25%
48191000,"Kartonger, askar och lådor av wellpapp",25%
48192000,"Kartonger, askar och lådor, vikbara, av annat papper eller annan papp än av wellpapp",25%
48193000,"Säckar, bärkassar och påsar, av papper, papp, cellulosavadd eller duk av cellulosafibrer, med en bredd vid botten av >= 40 cm",25%
48194000,"Säckar, bärkassar och påsar samt strutar, av papper, papp, cellulosavadd eller duk av cellulosafibrer (exkl. säckar, bärkassar och påsar med en bredd vid botten av >= 40 cm)",25%
48201010,"Kontorsböcker, räkenskapsböcker, orderböcker och kvittensböcker, av papper eller papp",25%
48201030,"Anteckningsböcker, brevpapper i block och anteckningsblock, av papper eller papp",25%
48201050,"Dagböcker, av papper eller papp",25%
48201090,"Adressböcker och liknande, av papper eller papp (exkl. kontorsböcker, räkenskapsböcker, anteckningsböcker, orderböcker, kvittensböcker, brevpapper i block, anteckningsblock, dagböcker)",25%
48202000,"Skrivböcker, av papper eller papp",25%
48203000,"Samlingspärmar andra än bokomslag, samt mappar, av papper eller papp",25%
48204000,"Blankettsatser, även interfolierade med karbonpapper, av papper eller papp",25%
48205000,"Album för prover eller samlingar, av papper eller papp",25%
48209000,"Skrivunderlägg och liknande artiklar, av papper eller papp samt bokpärmar och bokomslag av papper eller papp (exkl. kontorsböcker, räkenskapsböcker, anteckningsböcker, orderböcker, kvittensböcker, brevpapper i block, anteckningsblock, dagböcker, skrivböcker, samlingspärmar och mappar, blankettsatser, även interfolierade med karbonpapper samt album för prover eller samlingar)",25%
48236910,"Brickor, fat och tallrikar, av papper eller papp (exkl. av bambu)",25%
48236990,"Bägare o.d., av papper eller papp (exkl. av bambu, brickor, fat och tallrikar)",25%
49019900,"Böcker, tryckta, broschyrer, häften och liknande tryckalster (exkl. lexikon och uppslagsböcker samt periodiskt utkommande häften till sådana; tidningar och tidskrifter samt reklamtryck)",25%
49111010,Affärskataloger,25%
49111090,Reklamtryckalster o.d. (exkl. affärskataloger),25%
49119100,"Bilder, planscher samt fotografier, i.a.n.",25%
49119900,"Tryckalster, i.a.n.",25%
55021000,"Fiberkabel av regenatfilament, enligt anmärkning 1 till kap. 55, av cellulosaacetat",25%
57011010,"Mattor och annan golvbeläggning av ull eller fina djurhår, knutna, även konfektionerade, med innehåll av > 10% natursilke eller avfall av natursilke, annat än bourettesilke",25%
57011090,"Mattor och annan golvbeläggning av ull eller fina djurhår, knutna, även konfektionerade (exkl. med innehåll av > 10 viktprocent natursilke eller avfall av natursilke, annat än bourettesilke)",25%
57019010,"Mattor och annan golvbeläggning av natursilke eller avfall av natursilke, annat än bourettesilke eller av syntetfibrer, metalliserat eller av textilmaterial som innehåller metalltrådar, knutna, även konfektionerade",25%
57019090,"Mattor och annan golvbeläggning av textilmaterial, knutna, även konfektionerade (exkl. av ull eller fina djurhår, av natursilke eller avfall av natursilke, annat än bourettesilke eller av syntetfibrer, garn enligt nr 5605 eller av textilmaterial som innehåller metalltrådar)",25%
57021000,"Kelim-, soumak- och karamanievävnader och liknande handvävda produkter, även konfektionerade",25%
57022000,"Golvbeläggning av kokosfibrer, vävda, även konfektionerade",25%
57023110,"Axminstermattor av ull eller fina djurhår, vävda, inte tuftade eller flockade, med lugg, inte konfektionerade",25%
57023180,"Mattor och annan golvbeläggning av ull eller fina djurhår, vävda, inte tuftade eller flockade, med lugg, inte konfektionerade (exkl. axminster-, kelim-, soumak- och karamanievävnader samt liknande handvävda produkter)",25%
57023200,"Mattor och annan golvbeläggning av konstfibrer, vävda, inte tuftade eller flockade, med lugg, inte konfektionerade (exkl. kelim-, soumak- och karamanievävnader samt liknande handvävda produkter)",25%
57023900,"Mattor och annan golvbeläggning av vegetabiliska textilfibrer eller av grova djurhår, vävda, inte tuftade eller flockade, med lugg, inte konfektionerade (exkl. kelim-, soumak- och karamanievävnader och liknande handvävda produkter samt golvbeläggning av kokosfibrer)",25%
57024110,"Axminstermattor av ull eller fina djurhår, vävda, inte tuftade eller flockade, med lugg, konfektionerade",25%
57024190,"Mattor och annan golvbeläggning av ull eller fina djurhår, vävda, inte tuftade eller flockade, med lugg, konfektionerade (exkl. kelim-, soumak- och karamanievävnader och liknande handvävda produkter samt axminstermattor)",25%
57024200,"Mattor och annan golvbeläggning av syntet- eller regenatmaterial, vävda, inte tuftade eller flockade, med lugg, konfektionerade (exkl. kelim-, soumak-, karamanievävnader och liknande handvävda produkter)",25%
57024900,"Mattor och annan golvbeläggning av vegetabiliska textilfibrer eller av grova djurhår, vävda, inte tuftade eller flockade, med lugg, konfektionerade (exkl. kelim-, soumak- och karamanievävnader och liknande handvävda produkter samt golvbeläggning av kokosfibrer)",25%
57025010,"Mattor och annan golvbeläggning av ull eller fina djurhår, vävda, inte tuftade eller flockade, utan lugg, inte konfektionerade (exkl. kelim-, soumak- och karamanievävnader och liknande handvävda produkter)",25%
57025031,"Mattor och annan golvbeläggning av polypropen, vävda, inte tuftade eller flockade, utan lugg, inte konfektionerade (exkl. kelim-, soumak- och karamanievävnader samt liknande handvävda produkter)",25%
57025039,"Mattor och annan golvbeläggning av konstfibrer, vävda, inte tuftade eller flockade, utan lugg, inte konfektionerade (exkl. av polypropen samt kelim-, soumak- och karamanievävnader och liknande handvävda produkter)",25%
57025090,"Mattor och annan golvbeläggning av vegetabiliska textilfibrer eller av grova djurhår, vävda, inte tuftade eller flockade, utan lugg, inte konfektionerade (exkl. kelim-, soumak- och karamanievävnader och liknande handvävda produkter samt golvbeläggning av kokosfibrer)",25%
57029100,"Mattor och annan golvbeläggning av ull eller fina djurhår, vävda, inte tuftade eller flockade, utan lugg, konfektionerade (exkl. kelim-, soumak- och karamanievävnader och liknande handvävda produkter)",25%
57029210,"Mattor och annan golvbeläggning av polypropen, vävda, inte tuftade eller flockade, utan lugg, konfektionerade (exkl. kelim-, soumak- och karamanievävnader samt liknande handvävda produkter)",25%
57029290,"Mattor och annan golvbeläggning av konstfibrer, vävda, inte tuftade eller flockade, utan lugg, konfektionerade (exkl. av polypropen samt kelim-, soumak- och karamanievävnader och liknande handvävda produkter)",25%
