"Uudenmaan väestö äidinkielen, sukupuolen ja iän mukaan 31.12."

"Uppgifter","Språk","Kön","Ålder","2023"
"Pornainen","Suomi ja saame","Män","19-vuotiaat",40
"Pornainen","Suomi ja saame","Män","20-29-vuotiaat",198
"Pornainen","Suomi ja saame","Män","30-39-vuotiaat",268
"Pornainen","Suomi ja saame","Män","40-49-vuotiaat",328
"Pornainen","Suomi ja saame","Män","50-64-vuotiaat",561
"Pornainen","Suomi ja saame","Män","65-74-vuotiaat",285
"Pornainen","Suomi ja saame","Män","75-84-vuotiaat",127
"Pornainen","Suomi ja saame","Män","Yli 65-vuotiaat",435
"Pornainen","Suomi ja saame","Män","Yli 75-vuotiaat",150
"Pornainen","Suomi ja saame","Män","Yli 85-vuotiaat",23
"Pornainen","Suomi ja saame","Kvinnor","Väestö yhteensä",2240
"Pornainen","Suomi ja saame","Kvinnor","0-6-vuotiaat",164
"Pornainen","Suomi ja saame","Kvinnor","7-12-vuotiaat",163
"Pornainen","Suomi ja saame","Kvinnor","13-15-vuotiaat",114
"Pornainen","Suomi ja saame","Kvinnor","16-18-vuotiaat",90
"Pornainen","Suomi ja saame","Kvinnor","19-vuotiaat",27
"Pornainen","Suomi ja saame","Kvinnor","20-29-vuotiaat",143
"Pornainen","Suomi ja saame","Kvinnor","30-39-vuotiaat",229
"Pornainen","Suomi ja saame","Kvinnor","40-49-vuotiaat",349
"Pornainen","Suomi ja saame","Kvinnor","50-64-vuotiaat",490
"Pornainen","Suomi ja saame","Kvinnor","65-74-vuotiaat",271
"Pornainen","Suomi ja saame","Kvinnor","75-84-vuotiaat",132
"Pornainen","Suomi ja saame","Kvinnor","Yli 65-vuotiaat",471
"Pornainen","Suomi ja saame","Kvinnor","Yli 75-vuotiaat",200
"Pornainen","Suomi ja saame","Kvinnor","Yli 85-vuotiaat",68
"Pornainen","Ruotsi","Totalt","Väestö yhteensä",114
"Pornainen","Ruotsi","Totalt","0-6-vuotiaat",10
"Pornainen","Ruotsi","Totalt","7-12-vuotiaat",3
"Pornainen","Ruotsi","Totalt","13-15-vuotiaat",5
"Pornainen","Ruotsi","Totalt","16-18-vuotiaat",4
"Pornainen","Ruotsi","Totalt","19-vuotiaat",4
"Pornainen","Ruotsi","Totalt","20-29-vuotiaat",10
"Pornainen","Ruotsi","Totalt","30-39-vuotiaat",8
"Pornainen","Ruotsi","Totalt","40-49-vuotiaat",15
"Pornainen","Ruotsi","Totalt","50-64-vuotiaat",29
"Pornainen","Ruotsi","Totalt","65-74-vuotiaat",16
"Pornainen","Ruotsi","Totalt","75-84-vuotiaat",10
"Pornainen","Ruotsi","Totalt","Yli 65-vuotiaat",26
"Pornainen","Ruotsi","Totalt","Yli 75-vuotiaat",10
"Pornainen","Ruotsi","Totalt","Yli 85-vuotiaat",0
"Pornainen","Ruotsi","Män","Väestö yhteensä",54
"Pornainen","Ruotsi","Män","0-6-vuotiaat",3
"Pornainen","Ruotsi","Män","7-12-vuotiaat",2
"Pornainen","Ruotsi","Män","13-15-vuotiaat",3
"Pornainen","Ruotsi","Män","16-18-vuotiaat",3
"Pornainen","Ruotsi","Män","19-vuotiaat",2
"Pornainen","Ruotsi","Män","20-29-vuotiaat",4
"Pornainen","Ruotsi","Män","30-39-vuotiaat",3
"Pornainen","Ruotsi","Män","40-49-vuotiaat",11
"Pornainen","Ruotsi","Män","50-64-vuotiaat",11
"Pornainen","Ruotsi","Män","65-74-vuotiaat",6
"Pornainen","Ruotsi","Män","75-84-vuotiaat",6
"Pornainen","Ruotsi","Män","Yli 65-vuotiaat",12
"Pornainen","Ruotsi","Män","Yli 75-vuotiaat",6
"Pornainen","Ruotsi","Män","Yli 85-vuotiaat",0
"Pornainen","Ruotsi","Kvinnor","Väestö yhteensä",60
"Pornainen","Ruotsi","Kvinnor","0-6-vuotiaat",7
"Pornainen","Ruotsi","Kvinnor","7-12-vuotiaat",1
"Pornainen","Ruotsi","Kvinnor","13-15-vuotiaat",2
"Pornainen","Ruotsi","Kvinnor","16-18-vuotiaat",1
"Pornainen","Ruotsi","Kvinnor","19-vuotiaat",2
"Pornainen","Ruotsi","Kvinnor","20-29-vuotiaat",6
"Pornainen","Ruotsi","Kvinnor","30-39-vuotiaat",5
"Pornainen","Ruotsi","Kvinnor","40-49-vuotiaat",4
"Pornainen","Ruotsi","Kvinnor","50-64-vuotiaat",18
"Pornainen","Ruotsi","Kvinnor","65-74-vuotiaat",10
"Pornainen","Ruotsi","Kvinnor","75-84-vuotiaat",4
"Pornainen","Ruotsi","Kvinnor","Yli 65-vuotiaat",14
"Pornainen","Ruotsi","Kvinnor","Yli 75-vuotiaat",4
"Pornainen","Ruotsi","Kvinnor","Yli 85-vuotiaat",0
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Totalt","Väestö yhteensä",190
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Totalt","0-6-vuotiaat",7
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Totalt","7-12-vuotiaat",12
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Totalt","13-15-vuotiaat",6
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Totalt","16-18-vuotiaat",2
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Totalt","19-vuotiaat",0
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Totalt","20-29-vuotiaat",15
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Totalt","30-39-vuotiaat",44
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Totalt","40-49-vuotiaat",57
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Totalt","50-64-vuotiaat",38
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Totalt","65-74-vuotiaat",8
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Totalt","75-84-vuotiaat",1
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 65-vuotiaat",9
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 75-vuotiaat",1
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 85-vuotiaat",0
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Män","Väestö yhteensä",98
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Män","0-6-vuotiaat",2
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Män","7-12-vuotiaat",8
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Män","13-15-vuotiaat",5
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Män","16-18-vuotiaat",0
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Män","19-vuotiaat",0
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Män","20-29-vuotiaat",9
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Män","30-39-vuotiaat",25
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Män","40-49-vuotiaat",26
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Män","50-64-vuotiaat",19
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Män","65-74-vuotiaat",3
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Män","75-84-vuotiaat",1
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Män","Yli 65-vuotiaat",4
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Män","Yli 75-vuotiaat",1
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Män","Yli 85-vuotiaat",0
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Väestö yhteensä",92
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","0-6-vuotiaat",5
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","7-12-vuotiaat",4
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","13-15-vuotiaat",1
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","16-18-vuotiaat",2
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","19-vuotiaat",0
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","20-29-vuotiaat",6
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","30-39-vuotiaat",19
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","40-49-vuotiaat",31
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","50-64-vuotiaat",19
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","65-74-vuotiaat",5
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","75-84-vuotiaat",0
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 65-vuotiaat",5
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 75-vuotiaat",0
"Pornainen","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 85-vuotiaat",0
"Porvoo","Totalt","Totalt","Väestö yhteensä",51289
"Porvoo","Totalt","Totalt","0-6-vuotiaat",3226
"Porvoo","Totalt","Totalt","7-12-vuotiaat",3671
"Porvoo","Totalt","Totalt","13-15-vuotiaat",1958
"Porvoo","Totalt","Totalt","16-18-vuotiaat",1940
"Porvoo","Totalt","Totalt","19-vuotiaat",580
"Porvoo","Totalt","Totalt","20-29-vuotiaat",4462
"Porvoo","Totalt","Totalt","30-39-vuotiaat",6245
"Porvoo","Totalt","Totalt","40-49-vuotiaat",6877
"Porvoo","Totalt","Totalt","50-64-vuotiaat",10572
"Porvoo","Totalt","Totalt","65-74-vuotiaat",6158
"Porvoo","Totalt","Totalt","75-84-vuotiaat",4274
"Porvoo","Totalt","Totalt","Yli 65-vuotiaat",11758
"Porvoo","Totalt","Totalt","Yli 75-vuotiaat",5600
"Porvoo","Totalt","Totalt","Yli 85-vuotiaat",1326
"Porvoo","Totalt","Män","Väestö yhteensä",25241
"Porvoo","Totalt","Män","0-6-vuotiaat",1669
"Porvoo","Totalt","Män","7-12-vuotiaat",1847
"Porvoo","Totalt","Män","13-15-vuotiaat",968
"Porvoo","Totalt","Män","16-18-vuotiaat",1027
"Porvoo","Totalt","Män","19-vuotiaat",320
"Porvoo","Totalt","Män","20-29-vuotiaat",2357
"Porvoo","Totalt","Män","30-39-vuotiaat",3199
"Porvoo","Totalt","Män","40-49-vuotiaat",3407
"Porvoo","Totalt","Män","50-64-vuotiaat",5199
"Porvoo","Totalt","Män","65-74-vuotiaat",2910
"Porvoo","Totalt","Män","75-84-vuotiaat",1903
"Porvoo","Totalt","Män","Yli 65-vuotiaat",5248
"Porvoo","Totalt","Män","Yli 75-vuotiaat",2338
"Porvoo","Totalt","Män","Yli 85-vuotiaat",435
"Porvoo","Totalt","Kvinnor","Väestö yhteensä",26048
"Porvoo","Totalt","Kvinnor","0-6-vuotiaat",1557
"Porvoo","Totalt","Kvinnor","7-12-vuotiaat",1824
"Porvoo","Totalt","Kvinnor","13-15-vuotiaat",990
"Porvoo","Totalt","Kvinnor","16-18-vuotiaat",913
"Porvoo","Totalt","Kvinnor","19-vuotiaat",260
"Porvoo","Totalt","Kvinnor","20-29-vuotiaat",2105
"Porvoo","Totalt","Kvinnor","30-39-vuotiaat",3046
"Porvoo","Totalt","Kvinnor","40-49-vuotiaat",3470
"Porvoo","Totalt","Kvinnor","50-64-vuotiaat",5373
"Porvoo","Totalt","Kvinnor","65-74-vuotiaat",3248
"Porvoo","Totalt","Kvinnor","75-84-vuotiaat",2371
"Porvoo","Totalt","Kvinnor","Yli 65-vuotiaat",6510
"Porvoo","Totalt","Kvinnor","Yli 75-vuotiaat",3262
"Porvoo","Totalt","Kvinnor","Yli 85-vuotiaat",891
"Porvoo","Suomi ja saame","Totalt","Väestö yhteensä",32656
"Porvoo","Suomi ja saame","Totalt","0-6-vuotiaat",1875
"Porvoo","Suomi ja saame","Totalt","7-12-vuotiaat",2246
"Porvoo","Suomi ja saame","Totalt","13-15-vuotiaat",1259
"Porvoo","Suomi ja saame","Totalt","16-18-vuotiaat",1249
"Porvoo","Suomi ja saame","Totalt","19-vuotiaat",384
"Porvoo","Suomi ja saame","Totalt","20-29-vuotiaat",2895
"Porvoo","Suomi ja saame","Totalt","30-39-vuotiaat",3814
"Porvoo","Suomi ja saame","Totalt","40-49-vuotiaat",4515
"Porvoo","Suomi ja saame","Totalt","50-64-vuotiaat",7071
"Porvoo","Suomi ja saame","Totalt","65-74-vuotiaat",4063
"Porvoo","Suomi ja saame","Totalt","75-84-vuotiaat",2587
"Porvoo","Suomi ja saame","Totalt","Yli 65-vuotiaat",7348
"Porvoo","Suomi ja saame","Totalt","Yli 75-vuotiaat",3285
"Porvoo","Suomi ja saame","Totalt","Yli 85-vuotiaat",698
"Porvoo","Suomi ja saame","Män","Väestö yhteensä",16006
"Porvoo","Suomi ja saame","Män","0-6-vuotiaat",957
"Porvoo","Suomi ja saame","Män","7-12-vuotiaat",1117
"Porvoo","Suomi ja saame","Män","13-15-vuotiaat",631
"Porvoo","Suomi ja saame","Män","16-18-vuotiaat",666
"Porvoo","Suomi ja saame","Män","19-vuotiaat",213
"Porvoo","Suomi ja saame","Män","20-29-vuotiaat",1510
"Porvoo","Suomi ja saame","Män","30-39-vuotiaat",1923
"Porvoo","Suomi ja saame","Män","40-49-vuotiaat",2216
"Porvoo","Suomi ja saame","Män","50-64-vuotiaat",3493
"Porvoo","Suomi ja saame","Män","65-74-vuotiaat",1899
"Porvoo","Suomi ja saame","Män","75-84-vuotiaat",1153
"Porvoo","Suomi ja saame","Män","Yli 65-vuotiaat",3280
"Porvoo","Suomi ja saame","Män","Yli 75-vuotiaat",1381
"Porvoo","Suomi ja saame","Män","Yli 85-vuotiaat",228
"Porvoo","Suomi ja saame","Kvinnor","Väestö yhteensä",16650
"Porvoo","Suomi ja saame","Kvinnor","0-6-vuotiaat",918
"Porvoo","Suomi ja saame","Kvinnor","7-12-vuotiaat",1129
"Porvoo","Suomi ja saame","Kvinnor","13-15-vuotiaat",628
"Porvoo","Suomi ja saame","Kvinnor","16-18-vuotiaat",583
"Porvoo","Suomi ja saame","Kvinnor","19-vuotiaat",171
"Porvoo","Suomi ja saame","Kvinnor","20-29-vuotiaat",1385
"Porvoo","Suomi ja saame","Kvinnor","30-39-vuotiaat",1891
"Porvoo","Suomi ja saame","Kvinnor","40-49-vuotiaat",2299
"Porvoo","Suomi ja saame","Kvinnor","50-64-vuotiaat",3578
"Porvoo","Suomi ja saame","Kvinnor","65-74-vuotiaat",2164
"Porvoo","Suomi ja saame","Kvinnor","75-84-vuotiaat",1434
"Porvoo","Suomi ja saame","Kvinnor","Yli 65-vuotiaat",4068
"Porvoo","Suomi ja saame","Kvinnor","Yli 75-vuotiaat",1904
"Porvoo","Suomi ja saame","Kvinnor","Yli 85-vuotiaat",470
"Porvoo","Ruotsi","Totalt","Väestö yhteensä",14281
"Porvoo","Ruotsi","Totalt","0-6-vuotiaat",1042
"Porvoo","Ruotsi","Totalt","7-12-vuotiaat",1039
"Porvoo","Ruotsi","Totalt","13-15-vuotiaat",503
"Porvoo","Ruotsi","Totalt","16-18-vuotiaat",527
"Porvoo","Ruotsi","Totalt","19-vuotiaat",133
"Porvoo","Ruotsi","Totalt","20-29-vuotiaat",1071
"Porvoo","Ruotsi","Totalt","30-39-vuotiaat",1558
"Porvoo","Ruotsi","Totalt","40-49-vuotiaat",1502
"Porvoo","Ruotsi","Totalt","50-64-vuotiaat",2759
"Porvoo","Ruotsi","Totalt","65-74-vuotiaat",1902
"Porvoo","Ruotsi","Totalt","75-84-vuotiaat",1635
"Porvoo","Ruotsi","Totalt","Yli 65-vuotiaat",4147
"Porvoo","Ruotsi","Totalt","Yli 75-vuotiaat",2245
"Porvoo","Ruotsi","Totalt","Yli 85-vuotiaat",610
"Porvoo","Ruotsi","Män","Väestö yhteensä",7037
"Porvoo","Ruotsi","Män","0-6-vuotiaat",546
"Porvoo","Ruotsi","Män","7-12-vuotiaat",535
"Porvoo","Ruotsi","Män","13-15-vuotiaat",236
"Porvoo","Ruotsi","Män","16-18-vuotiaat",281
"Porvoo","Ruotsi","Män","19-vuotiaat",81
"Porvoo","Ruotsi","Män","20-29-vuotiaat",580
"Porvoo","Ruotsi","Män","30-39-vuotiaat",821
"Porvoo","Ruotsi","Män","40-49-vuotiaat",767
"Porvoo","Ruotsi","Män","50-64-vuotiaat",1348
"Porvoo","Ruotsi","Män","65-74-vuotiaat",916
"Porvoo","Ruotsi","Män","75-84-vuotiaat",727
"Porvoo","Ruotsi","Män","Yli 65-vuotiaat",1842
"Porvoo","Ruotsi","Män","Yli 75-vuotiaat",926
"Porvoo","Ruotsi","Män","Yli 85-vuotiaat",199
"Porvoo","Ruotsi","Kvinnor","Väestö yhteensä",7244
"Porvoo","Ruotsi","Kvinnor","0-6-vuotiaat",496
"Porvoo","Ruotsi","Kvinnor","7-12-vuotiaat",504
"Porvoo","Ruotsi","Kvinnor","13-15-vuotiaat",267
"Porvoo","Ruotsi","Kvinnor","16-18-vuotiaat",246
"Porvoo","Ruotsi","Kvinnor","19-vuotiaat",52
"Porvoo","Ruotsi","Kvinnor","20-29-vuotiaat",491
"Porvoo","Ruotsi","Kvinnor","30-39-vuotiaat",737
"Porvoo","Ruotsi","Kvinnor","40-49-vuotiaat",735
"Porvoo","Ruotsi","Kvinnor","50-64-vuotiaat",1411
"Porvoo","Ruotsi","Kvinnor","65-74-vuotiaat",986
"Porvoo","Ruotsi","Kvinnor","75-84-vuotiaat",908
"Porvoo","Ruotsi","Kvinnor","Yli 65-vuotiaat",2305
"Porvoo","Ruotsi","Kvinnor","Yli 75-vuotiaat",1319
"Porvoo","Ruotsi","Kvinnor","Yli 85-vuotiaat",411
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Totalt","Väestö yhteensä",4352
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Totalt","0-6-vuotiaat",309
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Totalt","7-12-vuotiaat",386
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Totalt","13-15-vuotiaat",196
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Totalt","16-18-vuotiaat",164
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Totalt","19-vuotiaat",63
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Totalt","20-29-vuotiaat",496
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Totalt","30-39-vuotiaat",873
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Totalt","40-49-vuotiaat",860
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Totalt","50-64-vuotiaat",742
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Totalt","65-74-vuotiaat",193
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Totalt","75-84-vuotiaat",52
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 65-vuotiaat",263
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 75-vuotiaat",70
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 85-vuotiaat",18
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Män","Väestö yhteensä",2198
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Män","0-6-vuotiaat",166
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Män","7-12-vuotiaat",195
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Män","13-15-vuotiaat",101
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Män","16-18-vuotiaat",80
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Män","19-vuotiaat",26
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Män","20-29-vuotiaat",267
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Män","30-39-vuotiaat",455
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Män","40-49-vuotiaat",424
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Män","50-64-vuotiaat",358
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Män","65-74-vuotiaat",95
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Män","75-84-vuotiaat",23
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Män","Yli 65-vuotiaat",126
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Män","Yli 75-vuotiaat",31
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Män","Yli 85-vuotiaat",8
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Väestö yhteensä",2154
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Kvinnor","0-6-vuotiaat",143
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Kvinnor","7-12-vuotiaat",191
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Kvinnor","13-15-vuotiaat",95
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Kvinnor","16-18-vuotiaat",84
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Kvinnor","19-vuotiaat",37
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Kvinnor","20-29-vuotiaat",229
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Kvinnor","30-39-vuotiaat",418
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Kvinnor","40-49-vuotiaat",436
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Kvinnor","50-64-vuotiaat",384
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Kvinnor","65-74-vuotiaat",98
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Kvinnor","75-84-vuotiaat",29
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 65-vuotiaat",137
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 75-vuotiaat",39
"Porvoo","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 85-vuotiaat",10
"Pukkila","Totalt","Totalt","Väestö yhteensä",1781
"Pukkila","Totalt","Totalt","0-6-vuotiaat",84
"Pukkila","Totalt","Totalt","7-12-vuotiaat",124
"Pukkila","Totalt","Totalt","13-15-vuotiaat",64
"Pukkila","Totalt","Totalt","16-18-vuotiaat",59
"Pukkila","Totalt","Totalt","19-vuotiaat",10
"Pukkila","Totalt","Totalt","20-29-vuotiaat",147
"Pukkila","Totalt","Totalt","30-39-vuotiaat",156
"Pukkila","Totalt","Totalt","40-49-vuotiaat",226
"Pukkila","Totalt","Totalt","50-64-vuotiaat",476
"Pukkila","Totalt","Totalt","65-74-vuotiaat",214
"Pukkila","Totalt","Totalt","75-84-vuotiaat",171
"Pukkila","Totalt","Totalt","Yli 65-vuotiaat",435
"Pukkila","Totalt","Totalt","Yli 75-vuotiaat",221
"Pukkila","Totalt","Totalt","Yli 85-vuotiaat",50
"Pukkila","Totalt","Män","Väestö yhteensä",918
"Pukkila","Totalt","Män","0-6-vuotiaat",52
"Pukkila","Totalt","Män","7-12-vuotiaat",56
"Pukkila","Totalt","Män","13-15-vuotiaat",29
"Pukkila","Totalt","Män","16-18-vuotiaat",35
"Pukkila","Totalt","Män","19-vuotiaat",7
"Pukkila","Totalt","Män","20-29-vuotiaat",90
"Pukkila","Totalt","Män","30-39-vuotiaat",75
"Pukkila","Totalt","Män","40-49-vuotiaat",116
"Pukkila","Totalt","Män","50-64-vuotiaat",239
"Pukkila","Totalt","Män","65-74-vuotiaat",117
"Pukkila","Totalt","Män","75-84-vuotiaat",85
"Pukkila","Totalt","Män","Yli 65-vuotiaat",219
"Pukkila","Totalt","Män","Yli 75-vuotiaat",102
"Pukkila","Totalt","Män","Yli 85-vuotiaat",17
"Pukkila","Totalt","Kvinnor","Väestö yhteensä",863
"Pukkila","Totalt","Kvinnor","0-6-vuotiaat",32
"Pukkila","Totalt","Kvinnor","7-12-vuotiaat",68
"Pukkila","Totalt","Kvinnor","13-15-vuotiaat",35
"Pukkila","Totalt","Kvinnor","16-18-vuotiaat",24
"Pukkila","Totalt","Kvinnor","19-vuotiaat",3
"Pukkila","Totalt","Kvinnor","20-29-vuotiaat",57
"Pukkila","Totalt","Kvinnor","30-39-vuotiaat",81
"Pukkila","Totalt","Kvinnor","40-49-vuotiaat",110
"Pukkila","Totalt","Kvinnor","50-64-vuotiaat",237
"Pukkila","Totalt","Kvinnor","65-74-vuotiaat",97
"Pukkila","Totalt","Kvinnor","75-84-vuotiaat",86
"Pukkila","Totalt","Kvinnor","Yli 65-vuotiaat",216
"Pukkila","Totalt","Kvinnor","Yli 75-vuotiaat",119
"Pukkila","Totalt","Kvinnor","Yli 85-vuotiaat",33
"Pukkila","Suomi ja saame","Totalt","Väestö yhteensä",1707
"Pukkila","Suomi ja saame","Totalt","0-6-vuotiaat",82
"Pukkila","Suomi ja saame","Totalt","7-12-vuotiaat",119
"Pukkila","Suomi ja saame","Totalt","13-15-vuotiaat",61
"Pukkila","Suomi ja saame","Totalt","16-18-vuotiaat",59
"Pukkila","Suomi ja saame","Totalt","19-vuotiaat",10
"Pukkila","Suomi ja saame","Totalt","20-29-vuotiaat",139
"Pukkila","Suomi ja saame","Totalt","30-39-vuotiaat",144
"Pukkila","Suomi ja saame","Totalt","40-49-vuotiaat",209
"Pukkila","Suomi ja saame","Totalt","50-64-vuotiaat",455
"Pukkila","Suomi ja saame","Totalt","65-74-vuotiaat",210
"Pukkila","Suomi ja saame","Totalt","75-84-vuotiaat",170
"Pukkila","Suomi ja saame","Totalt","Yli 65-vuotiaat",429
"Pukkila","Suomi ja saame","Totalt","Yli 75-vuotiaat",219
"Pukkila","Suomi ja saame","Totalt","Yli 85-vuotiaat",49
"Pukkila","Suomi ja saame","Män","Väestö yhteensä",886
"Pukkila","Suomi ja saame","Män","0-6-vuotiaat",51
"Pukkila","Suomi ja saame","Män","7-12-vuotiaat",52
"Pukkila","Suomi ja saame","Män","13-15-vuotiaat",28
"Pukkila","Suomi ja saame","Män","16-18-vuotiaat",35
"Pukkila","Suomi ja saame","Män","19-vuotiaat",7
"Pukkila","Suomi ja saame","Män","20-29-vuotiaat",86
"Pukkila","Suomi ja saame","Män","30-39-vuotiaat",70
"Pukkila","Suomi ja saame","Män","40-49-vuotiaat",109
"Pukkila","Suomi ja saame","Män","50-64-vuotiaat",231
"Pukkila","Suomi ja saame","Män","65-74-vuotiaat",116
"Pukkila","Suomi ja saame","Män","75-84-vuotiaat",85
"Pukkila","Suomi ja saame","Män","Yli 65-vuotiaat",217
"Pukkila","Suomi ja saame","Män","Yli 75-vuotiaat",101
"Pukkila","Suomi ja saame","Män","Yli 85-vuotiaat",16
"Pukkila","Suomi ja saame","Kvinnor","Väestö yhteensä",821
"Pukkila","Suomi ja saame","Kvinnor","0-6-vuotiaat",31
"Pukkila","Suomi ja saame","Kvinnor","7-12-vuotiaat",67
"Pukkila","Suomi ja saame","Kvinnor","13-15-vuotiaat",33
"Pukkila","Suomi ja saame","Kvinnor","16-18-vuotiaat",24
"Pukkila","Suomi ja saame","Kvinnor","19-vuotiaat",3
"Pukkila","Suomi ja saame","Kvinnor","20-29-vuotiaat",53
"Pukkila","Suomi ja saame","Kvinnor","30-39-vuotiaat",74
"Pukkila","Suomi ja saame","Kvinnor","40-49-vuotiaat",100
"Pukkila","Suomi ja saame","Kvinnor","50-64-vuotiaat",224
"Pukkila","Suomi ja saame","Kvinnor","65-74-vuotiaat",94
"Pukkila","Suomi ja saame","Kvinnor","75-84-vuotiaat",85
"Pukkila","Suomi ja saame","Kvinnor","Yli 65-vuotiaat",212
"Pukkila","Suomi ja saame","Kvinnor","Yli 75-vuotiaat",118
"Pukkila","Suomi ja saame","Kvinnor","Yli 85-vuotiaat",33
"Pukkila","Ruotsi","Totalt","Väestö yhteensä",14
"Pukkila","Ruotsi","Totalt","0-6-vuotiaat",0
"Pukkila","Ruotsi","Totalt","7-12-vuotiaat",0
